geom,Latitude,Longitude,Source,Year,Capacity,depth
POINT (4.17124865286682 54.5881313488706),54.588131,4.171249,Future,2040.0,17.0,-47.0
POINT (4.15123423917872 54.576883979765),54.576884,4.151234,Future,2040.0,17.0,-46.0
POINT (4.13123084522554 54.5656332286118),54.565633,4.131231,Future,2040.0,17.0,-46.0
POINT (4.11123846370747 54.554379099491),54.554379,4.111238,Future,2040.0,17.0,-46.0
POINT (4.09125708732364 54.5431215964798),54.543122,4.091257,Future,2040.0,17.0,-44.0
POINT (4.27220065016266 54.6671886803556),54.667189,4.272201,Future,2040.0,17.0,-47.0
POINT (4.25211946252282 54.6559585021109),54.655959,4.252119,Future,2040.0,17.0,-47.0
POINT (4.23204934664323 54.644724918488),54.644725,4.232049,Future,2040.0,17.0,-47.0
POINT (4.21199029521627 54.6334879335867),54.633488,4.21199,Future,2040.0,17.0,-47.0
POINT (4.19194230093317 54.6222475515036),54.622248,4.191942,Future,2040.0,17.0,-47.0
POINT (4.17190535648393 54.6110037763325),54.611004,4.171905,Future,2040.0,17.0,-47.0
POINT (4.1518794545574 54.599756612164),54.599757,4.151879,Future,2040.0,17.0,-46.0
POINT (4.13186458784128 54.5885060630858),54.588506,4.131865,Future,2040.0,17.0,-46.0
POINT (4.11186074902221 54.5772521331825),54.577252,4.111861,Future,2040.0,17.0,-45.0
POINT (4.09186793078564 54.5659948265359),54.565995,4.091868,Future,2040.0,17.0,-45.0
POINT (4.23274158053907 54.6675966210644),54.667597,4.232742,Future,2040.0,17.0,-48.0
POINT (4.21267097790719 54.6563598498948),54.65636,4.212671,Future,2040.0,17.0,-47.0
POINT (4.19261144796509 54.6451196786641),54.64512,4.192611,Future,2040.0,17.0,-47.0
POINT (4.17256298338918 54.6338761114707),54.633876,4.172563,Future,2040.0,17.0,-46.0
POINT (4.15252557685465 54.6226291524098),54.622629,4.152526,Future,2040.0,17.0,-46.0
POINT (4.13249922103556 54.6113788055737),54.611379,4.132499,Future,2040.0,17.0,-46.0
POINT (4.11248390860489 54.6001250750517),54.600125,4.112484,Future,2040.0,17.0,-46.0
POINT (4.09247963223445 54.5888679649302),54.588868,4.09248,Future,2040.0,17.0,-45.0
POINT (4.072486384595 54.5776074792923),54.577607,4.072486,Future,2040.0,17.0,-44.0
POINT (4.19328153647928 54.6679917133411),54.667992,4.193282,Future,2040.0,17.0,-47.0
POINT (4.17322153534569 54.6567483542995),54.656748,4.173222,Future,2040.0,17.0,-47.0
POINT (4.1531726078018 54.645501600517),54.645502,4.153173,Future,2040.0,17.0,-47.0
POINT (4.13313474650794 54.6342514560905),54.634251,4.133135,Future,2040.0,17.0,-46.0
POINT (4.11310794412341 54.622997925114),54.622998,4.113108,Future,2040.0,17.0,-46.0
POINT (4.09309219330635 54.6117410116783),54.611741,4.093092,Future,2040.0,17.0,-45.0
POINT (4.07308748671382 54.6004807198713),54.600481,4.073087,Future,2040.0,17.0,-45.0
POINT (4.05309381700181 54.5892170537779),54.589217,4.053094,Future,2040.0,17.0,-45.0
POINT (4.1738810141212 54.6796205048331),54.679621,4.173881,Future,2040.0,17.0,-47.0
POINT (4.15382054913462 54.6683739565001),54.668374,4.153821,Future,2040.0,17.0,-46.0
POINT (4.13377116596237 54.657124014651),54.657124,4.133771,Future,2040.0,17.0,-46.0
POINT (4.11373285724998 54.6458706833844),54.645871,4.113733,Future,2040.0,17.0,-46.0
POINT (4.09370561564187 54.6346139667956),54.634614,4.093706,Future,2040.0,17.0,-46.0
POINT (4.07368943378138 54.6233538689774),54.623354,4.073689,Future,2040.0,17.0,-46.0
POINT (4.05368430431079 54.612090394019),54.61209,4.053684,Future,2040.0,17.0,-45.0
POINT (4.13440848110727 54.6799964812702),54.679996,4.134408,Future,2040.0,17.0,-47.0
POINT (4.11435864966116 54.6687433498781),54.668743,4.114359,Future,2040.0,17.0,-46.0
POINT (4.09431990088582 54.6574868302978),54.657487,4.09432,Future,2040.0,17.0,-45.0
POINT (4.07429222741082 54.6462269266263),54.646227,4.074292,Future,2040.0,17.0,-46.0
POINT (4.05427562186468 54.6349636429578),54.634964,4.054276,Future,2040.0,17.0,-46.0
POINT (4.03427007687482 54.6236969833833),54.623697,4.03427,Future,2040.0,17.0,-45.0
POINT (4.11498532303786 54.6916159246106),54.691616,4.114985,Future,2040.0,17.0,-47.0
POINT (4.09493505068727 54.6803596022004),54.68036,4.094935,Future,2040.0,17.0,-47.0
POINT (4.07489586921944 54.6690998928341),54.6691,4.074896,Future,2040.0,17.0,-46.0
POINT (4.05486777124908 54.6578368006104),54.657837,4.054868,Future,2040.0,17.0,-45.0
POINT (4.03485074938984 54.6465703296252),54.64657,4.034851,Future,2040.0,17.0,-46.0
POINT (4.07550036082871 54.6919727676165),54.691973,4.0755,Future,2040.0,17.0,-47.0
POINT (4.05546075405372 54.6807098669931),54.68071,4.055461,Future,2040.0,17.0,-47.0
POINT (4.03543223897438 54.6694435847491),54.669444,4.035432,Future,2040.0,17.0,-45.0
POINT (4.01541480818948 54.6581739249818),54.658174,4.015415,Future,2040.0,17.0,-46.0
POINT (4.03601454719053 54.6923167487717),54.692317,4.036015,Future,2040.0,17.0,-46.0
POINT (4.01598562240347 54.6810472750403),54.681047,4.015986,Future,2040.0,17.0,-45.0
POINT (3.99596779009516 54.6697744250268),54.669774,3.995968,Future,2040.0,17.0,-45.0
POINT (4.01655724043067 54.7039205341633),54.703921,4.016557,Future,2040.0,17.0,-46.0
POINT (3.99652791335204 54.6926478674786),54.692648,3.996528,Future,2040.0,17.0,-46.0
POINT (4.01890665251646 54.4923128539672),54.492313,4.018907,Future,2040.0,17.0,-44.0
POINT (3.99953888432236 54.5039138985851),54.503914,3.999539,Future,2040.0,17.0,-43.0
POINT (4.00009758429794 54.5267879468807),54.526788,4.000098,Future,2040.0,17.0,-43.0
POINT (3.98016014341572 54.5155118633076),54.515512,3.98016,Future,2040.0,17.0,-43.0
POINT (3.96023368330353 54.5042324283304),54.504232,3.960234,Future,2040.0,17.0,-44.0
POINT (3.98070824696639 54.5383860013065),54.538386,3.980708,Future,2040.0,17.0,-43.0
POINT (3.96077042173734 54.5271067441598),54.527107,3.96077,Future,2040.0,17.0,-43.0
POINT (3.94084358533846 54.5158241368472),54.515824,3.940844,Future,2040.0,17.0,-43.0
POINT (3.92092773042531 54.5045381834316),54.504538,3.920928,Future,2040.0,17.0,-44.0
POINT (3.98125711994118 54.5612600485098),54.56126,3.981257,Future,2040.0,17.0,-43.0
POINT (3.96130791345944 54.5499809693327),54.549981,3.961308,Future,2040.0,17.0,-44.0
POINT (3.94136971122711 54.5386985371633),54.538699,3.94137,Future,2040.0,17.0,-43.0
POINT (3.92144250588604 54.5274127560692),54.527413,3.921443,Future,2040.0,17.0,-44.0
POINT (3.90152629007712 54.5161236301147),54.516124,3.901526,Future,2040.0,17.0,-42.0
POINT (3.96184615990483 54.5728551038666),54.572855,3.961846,Future,2040.0,17.0,-44.0
POINT (3.94189657570137 54.5615728469766),54.561573,3.941897,Future,2040.0,17.0,-43.0
POINT (3.921958003824 54.5502872383368),54.550287,3.921958,Future,2040.0,17.0,-43.0
POINT (3.90203043689985 54.5389982820161),54.538998,3.90203,Future,2040.0,17.0,-43.0
POINT (3.88211386755518 54.5277059820806),54.527706,3.882114,Future,2040.0,17.0,-42.0
POINT (3.86220828841533 54.5164103425934),54.51641,3.862208,Future,2040.0,17.0,-42.0
POINT (3.94242418016875 54.5844470663048),54.584447,3.942424,Future,2040.0,17.0,-43.0
POINT (3.92247422561556 54.5731616302523),54.573162,3.922474,Future,2040.0,17.0,-44.0
POINT (3.90253529146603 54.5618728436954),54.561873,3.902535,Future,2040.0,17.0,-43.0
POINT (3.88260737033262 54.5505807107045),54.550581,3.882607,Future,2040.0,17.0,-43.0
POINT (3.86269045482686 54.5392852353472),54.539285,3.86269,Future,2040.0,17.0,-44.0
POINT (3.84278453755945 54.5279864216881),54.527986,3.842785,Future,2040.0,17.0,-41.0
POINT (3.82288961114025 54.5166842737888),54.516684,3.82289,Future,2040.0,17.0,-42.0
POINT (3.94295252604043 54.6073211951656),54.607321,3.942953,Future,2040.0,17.0,-43.0
POINT (3.92299117264065 54.596035931834),54.596036,3.922991,Future,2040.0,17.0,-43.0
POINT (3.90304085512445 54.5847473151709),54.584747,3.903041,Future,2040.0,17.0,-44.0
POINT (3.88310156609039 54.5734553492514),54.573455,3.883102,Future,2040.0,17.0,-44.0
POINT (3.86317329813618 54.5621600381477),54.56216,3.863173,Future,2040.0,17.0,-42.0
POINT (3.84325604385866 54.550861385929),54.550861,3.843256,Future,2040.0,17.0,-41.0
POINT (3.82334979585385 54.5395593966612),54.539559,3.82335,Future,2040.0,17.0,-42.0
POINT (3.80345454671695 54.5282540744076),54.528254,3.803455,Future,2040.0,17.0,-42.0
POINT (3.92350884628282 54.6189101430998),54.61891,3.923509,Future,2040.0,17.0,-44.0
POINT (3.90354712922738 54.6076216964609),54.607622,3.903547,Future,2040.0,17.0,-46.0
POINT (3.8835964561496 54.59632989774),54.59633,3.883596,Future,2040.0,17.0,-43.0
POINT (3.86365681963333 54.5850347510137),54.585035,3.863657,Future,2040.0,17.0,-42.0
POINT (3.84372821226152 54.5737362603559),54.573736,3.843728,Future,2040.0,17.0,-44.0
POINT (3.82381062661627 54.5624344298372),54.562434,3.823811,Future,2040.0,17.0,-41.0
POINT (3.80390405527891 54.5511292635253),54.551129,3.803904,Future,2040.0,17.0,-43.0
POINT (3.9240272479292 54.641784264068),54.641784,3.924027,Future,2040.0,17.0,-44.0
POINT (3.90405411513062 54.6304959875839),54.630496,3.904054,Future,2040.0,17.0,-45.0
POINT (3.88409204183482 54.6192043561888),54.619204,3.884092,Future,2040.0,17.0,-44.0
POINT (3.8641410206117 54.6079093739641),54.607909,3.864141,Future,2040.0,17.0,-43.0
POINT (3.8442010440303 54.5966110449881),54.596611,3.844201,Future,2040.0,17.0,-43.0
POINT (3.82427210465879 54.585309373336),54.585309,3.824272,Future,2040.0,17.0,-42.0
POINT (3.80435419506456 54.5740043630801),54.574004,3.804354,Future,2040.0,17.0,-42.0
POINT (3.90456181419349 54.6533701885582),54.65337,3.904562,Future,2040.0,17.0,-45.0
POINT (3.88458832447403 54.6420787246166),54.642079,3.884588,Future,2040.0,17.0,-43.0
POINT (3.86462590236803 54.6307839070178),54.630784,3.864626,Future,2040.0,17.0,-43.0
POINT (3.84467454043058 54.6194857398446),54.619486,3.844675,Future,2040.0,17.0,-42.0
POINT (3.82473423121587 54.608184227177),54.608184,3.824734,Future,2040.0,17.0,-42.0
POINT (3.35922404189426 54.1037924797909),54.103792,3.359224,Future,2040.0,17.0,-38.0
POINT (3.37900232209248 54.1380506138513),54.138051,3.379002,Future,2040.0,17.0,-32.0
POINT (3.35942190745102 54.1266710905553),54.126671,3.359422,Future,2040.0,17.0,-33.0
POINT (3.33985222147122 54.1152883458277),54.115288,3.339852,Future,2040.0,17.0,-38.0
POINT (3.39881339133545 54.1723052438991),54.172305,3.398813,Future,2040.0,17.0,-35.0
POINT (3.37921134436903 54.160929042651),54.160929,3.379211,Future,2040.0,17.0,-34.0
POINT (3.3596200483389 54.1495496133201),54.14955,3.35962,Future,2040.0,17.0,-34.0
POINT (3.34003949590213 54.1381669598751),54.138167,3.340039,Future,2040.0,17.0,-28.0
POINT (3.32046967971547 54.1267810862814),54.126781,3.32047,Future,2040.0,17.0,-28.0
POINT (3.4382918605132 54.2179259888529),54.217926,3.438292,Future,2040.0,17.0,-33.0
POINT (3.41865734807676 54.2065563577798),54.206556,3.418657,Future,2040.0,17.0,-33.0
POINT (3.39903361626249 54.1951834879792),54.195183,3.399034,Future,2040.0,17.0,-35.0
POINT (3.37942065771444 54.18380738343),54.183807,3.379421,Future,2040.0,17.0,-34.0
POINT (3.35981846507626 54.1724280481081),54.172428,3.359818,Future,2040.0,17.0,-35.0
POINT (3.3402270309913 54.1610454859863),54.161045,3.340227,Future,2040.0,17.0,-39.0
POINT (3.32064634810253 54.1496597010345),54.14966,3.320646,Future,2040.0,17.0,-29.0
POINT (3.45819056347127 54.2521702268125),54.25217,3.458191,Future,2040.0,17.0,-46.0
POINT (3.43853429111089 54.2408039433),54.240804,3.438534,Future,2040.0,17.0,-41.0
POINT (3.41888882177138 54.2294344143719),54.229434,3.418889,Future,2040.0,17.0,-40.0
POINT (3.39925414808343 54.2180616440144),54.218062,3.399254,Future,2040.0,17.0,-33.0
POINT (3.37963026267728 54.2066856362109),54.206686,3.37963,Future,2040.0,17.0,-35.0
POINT (3.36001715818284 54.1953063949417),54.195306,3.360017,Future,2040.0,17.0,-36.0
POINT (3.34041482722965 54.1839239241839),54.183924,3.340415,Future,2040.0,17.0,-38.0
POINT (3.32082326244689 54.1725382279119),54.172538,3.320823,Future,2040.0,17.0,-38.0
POINT (3.47812240474692 54.2864109147141),54.286411,3.478122,Future,2040.0,17.0,-41.0
POINT (3.45844431957457 54.2750479882272),54.275048,3.458444,Future,2040.0,17.0,-40.0
POINT (3.43877705987741 54.2636818096219),54.263682,3.438777,Future,2040.0,17.0,-43.0
POINT (3.41912061827269 54.2523123828917),54.252312,3.419121,Future,2040.0,17.0,-42.0
POINT (3.39947498737726 54.2409397120273),54.24094,3.399475,Future,2040.0,17.0,-43.0
POINT (3.37984015980757 54.2295638010164),54.229564,3.37984,Future,2040.0,17.0,-37.0
POINT (3.36021612817969 54.2181846538436),54.218185,3.360216,Future,2040.0,17.0,-35.0
POINT (3.34060288510935 54.2068022744907),54.206802,3.340603,Future,2040.0,17.0,-37.0
POINT (3.32100042321195 54.1954166669363),54.195417,3.321,Future,2040.0,17.0,-38.0
POINT (3.49808748397641 54.3206480402605),54.320648,3.498087,Future,2040.0,17.0,-42.0
POINT (3.47838753294831 54.3092884802899),54.309288,3.478388,Future,2040.0,17.0,-43.0
POINT (3.45869842990544 54.2979256614831),54.297926,3.458698,Future,2040.0,17.0,-43.0
POINT (3.43902016745164 54.2865595878409),54.28656,3.43902,Future,2040.0,17.0,-40.0
POINT (3.41935273819031 54.2751902633617),54.27519,3.419353,Future,2040.0,17.0,-44.0
POINT (3.39969613472445 54.2638176920403),54.263818,3.399696,Future,2040.0,17.0,-42.0
POINT (3.38005034965667 54.2524418778689),54.252442,3.38005,Future,2040.0,17.0,-41.0
POINT (3.36041537558919 54.2410628248367),54.241063,3.360415,Future,2040.0,17.0,-40.0
POINT (3.3407912051239 54.2296805369296),54.229681,3.340791,Future,2040.0,17.0,-38.0
POINT (3.32117783086232 54.2182950181307),54.218295,3.321178,Future,2040.0,17.0,-40.0
POINT (3.49836403105777 54.3435254071769),54.343525,3.498364,Future,2040.0,17.0,-42.0
POINT (3.47865303152498 54.3321659576699),54.332166,3.478653,Future,2040.0,17.0,-44.0
POINT (3.45895289513376 54.3208032466023),54.320803,3.458953,Future,2040.0,17.0,-43.0
POINT (3.43926361447407 54.3094372779796),54.309437,3.439264,Future,2040.0,17.0,-43.0
POINT (3.41958518213543 54.2980680558044),54.298068,3.419585,Future,2040.0,17.0,-38.0
POINT (3.39991759070697 54.2866955840761),54.286696,3.399918,Future,2040.0,17.0,-43.0
POINT (3.38026083277741 54.2753198667913),54.27532,3.380261,Future,2040.0,17.0,-47.0
POINT (3.36061490093508 54.2639409079435),54.263941,3.360615,Future,2040.0,17.0,-41.0
POINT (3.34097978776798 54.2525587115233),54.252559,3.34098,Future,2040.0,17.0,-41.0
POINT (3.32135548586376 54.241173281518),54.241173,3.321355,Future,2040.0,17.0,-41.0
POINT (3.45920771593111 54.3436807436073),54.343681,3.459208,Future,2040.0,17.0,-43.0
POINT (3.43950740158684 54.3323148800603),54.332315,3.439507,Future,2040.0,17.0,-44.0
POINT (3.41981795072083 54.3209457602424),54.320946,3.419818,Future,2040.0,17.0,-42.0
POINT (3.4001393559083 54.3095733881574),54.309573,3.400139,Future,2040.0,17.0,-40.0
POINT (3.38047160972402 54.2981977678063),54.298198,3.380472,Future,2040.0,17.0,-40.0
POINT (3.36081470474243 54.2868189031871),54.286819,3.360815,Future,2040.0,17.0,-47.0
POINT (3.3411686335376 54.2754367982947),54.275437,3.341169,Future,2040.0,17.0,-42.0
POINT (3.32153338868327 54.2640514571211),54.264051,3.321533,Future,2040.0,17.0,-40.0
POINT (3.42005104456086 54.3438233766982),54.343823,3.420051,Future,2040.0,17.0,-44.0
POINT (3.40036143091338 54.3324511043067),54.332451,3.400361,Future,2040.0,17.0,-45.0
POINT (3.38068268105215 54.3210755809366),54.321076,3.380683,Future,2040.0,17.0,-44.0
POINT (3.36101478753768 54.3096968105902),54.309697,3.361015,Future,2040.0,17.0,-39.0
POINT (3.34135774293003 54.2983147972669),54.298315,3.341358,Future,2040.0,17.0,-43.0
POINT (3.32171153978902 54.286929544963),54.28693,3.321712,Future,2040.0,17.0,-45.0
POINT (3.38089404731892 54.3439533062052),54.343953,3.380894,Future,2040.0,17.0,-46.0
POINT (3.36121514984859 54.3325746301758),54.332575,3.361215,Future,2040.0,17.0,-47.0
POINT (3.34154711644383 54.3211927084628),54.321193,3.341547,Future,2040.0,17.0,-45.0
POINT (3.32188993965041 54.309807545067),54.309808,3.32189,Future,2040.0,17.0,-42.0
POINT (3.30224361201378 54.298419143986),54.298419,3.302244,Future,2040.0,17.0,-42.0
POINT (3.34173675457881 54.3440705319055),54.344071,3.341737,Future,2040.0,17.0,-46.0
POINT (3.32206858873802 54.332685457456),54.332685,3.322069,Future,2040.0,17.0,-46.0
POINT (3.30241128721339 54.3212971426204),54.321297,3.302411,Future,2040.0,17.0,-45.0
POINT (3.28276484253604 54.3099055913981),54.309906,3.282765,Future,2040.0,17.0,-42.0
POINT (3.2631292472368 54.2985108077852),54.298511,3.263129,Future,2040.0,17.0,-42.0
POINT (3.30257919671547 54.3441750535984),54.344175,3.302579,Future,2040.0,17.0,-46.0
POINT (3.28292177792854 54.3327835859573),54.332784,3.282922,Future,2040.0,17.0,-44.0
POINT (3.26327522367967 54.3213888832306),54.321389,3.263275,Future,2040.0,17.0,-43.0
POINT (3.24363952648534 54.3099909494158),54.309991,3.24364,Future,2040.0,17.0,-43.0
POINT (3.26342140410514 54.3442668711047),54.344267,3.263421,Future,2040.0,17.0,-46.0
POINT (3.56609100838762 54.4186886253548),54.418689,3.566091,Future,2040.0,17.0,-44.0
POINT (3.54632520981686 54.4073405072702),54.407341,3.546325,Future,2040.0,17.0,-43.0
POINT (3.52657032393805 54.3959891095818),54.395989,3.52657,Future,2040.0,17.0,-41.0
POINT (3.58619432258868 54.4529100776646),54.45291,3.586194,Future,2040.0,17.0,-43.0
POINT (3.56640644773078 54.4415653659284),54.441565,3.566406,Future,2040.0,17.0,-42.0
POINT (3.54662950828746 54.4302173678103),54.430217,3.54663,Future,2040.0,17.0,-42.0
POINT (3.52686349681462 54.4188660873408),54.418866,3.526863,Future,2040.0,17.0,-45.0
POINT (3.5071084058677 54.4075115285471),54.407512,3.507108,Future,2040.0,17.0,-46.0
POINT (3.48736422800156 54.3961536954538),54.396154,3.487364,Future,2040.0,17.0,-44.0
POINT (3.60633138071483 54.4871279027942),54.487128,3.606331,Future,2040.0,17.0,-43.0
POINT (3.58652137575725 54.4757866070281),54.475787,3.586521,Future,2040.0,17.0,-41.0
POINT (3.56672232899333 54.4644420180868),54.464442,3.566722,Future,2040.0,17.0,-43.0
POINT (3.54693423296554 54.4530941400085),54.453094,3.546934,Future,2040.0,17.0,-44.0
POINT (3.52715708021581 54.441742976828),54.441743,3.527157,Future,2040.0,17.0,-44.0
POINT (3.50739086328553 54.4303885325773),54.430389,3.507391,Future,2040.0,17.0,-40.0
POINT (3.48763557471561 54.4190308112853),54.419031,3.487636,Future,2040.0,17.0,-43.0
POINT (3.46789120704647 54.4076698169778),54.40767,3.467891,Future,2040.0,17.0,-43.0
POINT (3.44815775281805 54.3963055536777),54.396306,3.448158,Future,2040.0,17.0,-42.0
POINT (3.58684888745619 54.4986630479216),54.498663,3.586849,Future,2040.0,17.0,-43.0
POINT (3.56703865301512 54.4873185818519),54.487319,3.567039,Future,2040.0,17.0,-43.0
POINT (3.54723938466084 54.4759708238867),54.475971,3.547239,Future,2040.0,17.0,-42.0
POINT (3.52745107492126 54.4646197780657),54.46462,3.527451,Future,2040.0,17.0,-43.0
POINT (3.50767371632376 54.4532654484251),54.453265,3.507674,Future,2040.0,17.0,-42.0
POINT (3.48790730139516 54.4419078389985),54.441908,3.487907,Future,2040.0,17.0,-43.0
POINT (3.46815182266187 54.4305469538161),54.430547,3.468152,Future,2040.0,17.0,-43.0
POINT (3.4484072726498 54.4191827969053),54.419183,3.448407,Future,2040.0,17.0,-43.0
POINT (3.42867364388439 54.4078153722904),54.407815,3.428674,Future,2040.0,17.0,-44.0
POINT (3.40895092889068 54.3964446839926),54.396445,3.408951,Future,2040.0,17.0,-43.0
POINT (3.54754496418514 54.4988474194671),54.498847,3.547545,Future,2040.0,17.0,-43.0
POINT (3.52774548171266 54.4874964910759),54.487496,3.527745,Future,2040.0,17.0,-42.0
POINT (3.50795696573396 54.4761422761128),54.476142,3.507957,Future,2040.0,17.0,-43.0
POINT (3.48817940876184 54.4647847786158),54.464785,3.488179,Future,2040.0,17.0,-43.0
POINT (3.46841280330862 54.4534240026196),54.453424,3.468413,Future,2040.0,17.0,-42.0
POINT (3.44865714188608 54.4420599521562),54.44206,3.448657,Future,2040.0,17.0,-43.0
POINT (3.42891241700564 54.4306926312543),54.430693,3.428912,Future,2040.0,17.0,-42.0
POINT (3.40917862117825 54.4193220439396),54.419322,3.409179,Future,2040.0,17.0,-43.0
POINT (3.38945574691443 54.4079481942348),54.407948,3.389456,Future,2040.0,17.0,-43.0
POINT (3.36974378672436 54.3965710861596),54.396571,3.369744,Future,2040.0,17.0,-43.0
POINT (3.44890736119051 54.4649370194531),54.464937,3.448907,Future,2040.0,17.0,-43.0
POINT (3.42915152456738 54.4535698023192),54.45357,3.429152,Future,2040.0,17.0,-43.0
POINT (3.40940663230767 54.4421993160395),54.442199,3.409407,Future,2040.0,17.0,-44.0
POINT (3.38967267690777 54.4308255646413),54.430826,3.389673,Future,2040.0,17.0,-43.0
POINT (3.36994965086373 54.4194485521487),54.419449,3.36995,Future,2040.0,17.0,-42.0
POINT (3.35023754667122 54.4080682825828),54.408068,3.350238,Future,2040.0,17.0,-41.0
POINT (3.33053635682553 54.3966847599617),54.396685,3.330536,Future,2040.0,17.0,-42.0
POINT (5.87210012858246 56.2338519142057),56.233852,5.8721,Future,2040.0,17.0,-49.0
POINT (5.85074478598701 56.2229051789196),56.222905,5.850745,Future,2040.0,17.0,-47.0
POINT (5.87381186700118 56.2566941704825),56.256694,5.873812,Future,2040.0,17.0,-49.0
POINT (5.85244310575733 56.245747901938),56.245748,5.852443,Future,2040.0,17.0,-48.0
POINT (5.8310865261901 56.2347978005859),56.234798,5.831087,Future,2040.0,17.0,-47.0
POINT (5.87552610201164 56.2795363076313),56.279536,5.875526,Future,2040.0,17.0,-48.0
POINT (5.85414390194604 56.2685905063327),56.268591,5.854144,Future,2040.0,17.0,-46.0
POINT (5.83277390125234 56.2576408688275),56.257641,5.832774,Future,2040.0,17.0,-43.0
POINT (5.81141609231483 56.2466873996245),56.246687,5.811416,Future,2040.0,17.0,-42.0
POINT (5.79007046751441 56.2357301032294),56.23573,5.79007,Future,2040.0,17.0,-47.0
POINT (5.87724283861865 56.3023783256105),56.302378,5.877243,Future,2040.0,17.0,-47.0
POINT (5.855847179516 56.2914329920632),56.291433,5.855847,Future,2040.0,17.0,-48.0
POINT (5.83446373751579 56.2804838189057),56.280484,5.834464,Future,2040.0,17.0,-40.0
POINT (5.813092504988 56.2695308106524),56.269531,5.813093,Future,2040.0,17.0,-46.0
POINT (5.79173347429924 56.2585739718145),56.258574,5.791733,Future,2040.0,17.0,-47.0
POINT (5.77038663781286 56.2476133068996),56.247613,5.770387,Future,2040.0,17.0,-48.0
POINT (5.74905198788886 56.2366488204125),56.236649,5.749052,Future,2040.0,17.0,-50.0
POINT (5.87896208184063 56.3252202243783),56.32522,5.878962,Future,2040.0,17.0,-47.0
POINT (5.85755294344351 56.3142753590887),56.314275,5.857553,Future,2040.0,17.0,-47.0
POINT (5.83615603991473 56.3033266507809),56.303327,5.836156,Future,2040.0,17.0,-47.0
POINT (5.81477136360991 56.2923741039748),56.292374,5.814771,Future,2040.0,17.0,-39.0
POINT (5.79339890688139 56.2814177231871),56.281418,5.793399,Future,2040.0,17.0,-44.0
POINT (5.7720386620781 56.270457512931),56.270458,5.772039,Future,2040.0,17.0,-48.0
POINT (5.75069062154571 56.2594934777166),56.259493,5.750691,Future,2040.0,17.0,-49.0
POINT (5.72935477762665 56.2485256220506),56.248526,5.729355,Future,2040.0,17.0,-51.0
POINT (5.70803112266004 56.2375539504364),56.237554,5.708031,Future,2040.0,17.0,-51.0
POINT (5.88068383670962 56.3480620038928),56.348062,5.880684,Future,2040.0,17.0,-43.0
POINT (5.85926119871841 56.3371176073684),56.337118,5.859261,Future,2040.0,17.0,-46.0
POINT (5.83785081339686 56.3261693644133),56.326169,5.837851,Future,2040.0,17.0,-48.0
POINT (5.81645267308627 56.315217279553),56.315217,5.816453,Future,2040.0,17.0,-49.0
POINT (5.79506677012455 56.3042613573096),56.304261,5.795067,Future,2040.0,17.0,-41.0
POINT (5.77369309684632 56.2933016022019),56.293302,5.773693,Future,2040.0,17.0,-43.0
POINT (5.75233164558282 56.2823380187455),56.282338,5.752332,Future,2040.0,17.0,-45.0
POINT (5.73098240866207 56.2713706114525),56.271371,5.730982,Future,2040.0,17.0,-46.0
POINT (5.70964537840877 56.260399384832),56.260399,5.709645,Future,2040.0,17.0,-48.0
POINT (5.68832054714447 56.2494243433895),56.249424,5.688321,Future,2040.0,17.0,-50.0
POINT (5.66700790718747 56.2384454916274),56.238445,5.667008,Future,2040.0,17.0,-53.0
POINT (5.86097195034406 56.3599597368614),56.35996,5.860972,Future,2040.0,17.0,-40.0
POINT (5.83954806292333 56.3490119597631),56.349012,5.839548,Future,2040.0,17.0,-43.0
POINT (5.81813643833604 56.3380603373482),56.33806,5.818136,Future,2040.0,17.0,-48.0
POINT (5.79673706890572 56.3271048741442),56.327105,5.796737,Future,2040.0,17.0,-50.0
POINT (5.77534994695252 56.3161455746756),56.316146,5.77535,Future,2040.0,17.0,-41.0
POINT (5.7539750647933 56.3051824434634),56.305182,5.753975,Future,2040.0,17.0,-40.0
POINT (5.73261241474161 56.2942154850253),56.294215,5.732612,Future,2040.0,17.0,-42.0
POINT (5.71126198910772 56.2832447038758),56.283245,5.711262,Future,2040.0,17.0,-43.0
POINT (5.6899237801987 56.272270104526),56.27227,5.689924,Future,2040.0,17.0,-43.0
POINT (5.66859778031838 56.2612916914838),56.261292,5.668598,Future,2040.0,17.0,-44.0
POINT (5.64728398176744 56.2503094692536),56.250309,5.647284,Future,2040.0,17.0,-45.0
POINT (5.62598237684339 56.2393234423366),56.239323,5.625982,Future,2040.0,17.0,-51.0
POINT (5.86268520333747 56.3828017475267),56.382802,5.862685,Future,2040.0,17.0,-37.0
POINT (5.84124779346877 56.3718544367902),56.371854,5.841248,Future,2040.0,17.0,-39.0
POINT (5.8198226642916 56.3609032773213),56.360903,5.819823,Future,2040.0,17.0,-44.0
POINT (5.79840980811504 56.3499482736529),56.349948,5.79841,Future,2040.0,17.0,-49.0
POINT (5.77700921724482 56.3389894303151),56.338989,5.777009,Future,2040.0,17.0,-51.0
POINT (5.75562088398329 56.3280267518344),56.328027,5.755621,Future,2040.0,17.0,-42.0
POINT (5.73424480062954 56.3170602427341),56.31706,5.734245,Future,2040.0,17.0,-38.0
POINT (5.71288095947936 56.3060899075341),56.30609,5.712881,Future,2040.0,17.0,-39.0
POINT (5.6915293528253 56.295115750751),56.295116,5.691529,Future,2040.0,17.0,-44.0
